id,name,type,year_start,year_end,description,key_works,tags,related_to,primary_field,key_contributions,relevance_to_phd,focus_tags
1,Plato,person,428 BCE,348 BCE,"Ancient Greek philosopher who founded the Academy in Athens. Developed the Theory of Forms (or Ideas), arguing that the material world is a shadow of an eternal realm of perfect Forms. His dialogues established the foundation for Western philosophy and idealist metaphysics.","The Republic, Symposium, Phaedo",idealism;classical-philosophy;epistemology,2;3
95,Queer Theory,framework,1990,present,"Intellectual tradition analyzing sexuality, gender identity, and heteronormativity. Challenges fixed categories and binary thinking about gender/sexuality. Draws on post-structuralism, feminism, and gay/lesbian studies. Emphasizes performativity and fluidity.",,,92;96;97;94
96,Eve Kosofsky Sedgwick,person,1950,2009,"American queer theorist who wrote 'Epistemology of the Closet' (1990), analyzing closet as fundamental structure of modern sexuality. Developed queer reading practices and affect theory. Challenged homo/heterosexual binary.","Epistemology of the Closet, Touching Feeling",queer-theory;affect-theory;literary-theory,95;92;121
97,Jack Halberstam,person,1961,present,"American queer theorist who wrote 'Female Masculinity' (1998), analyzing masculinity detached from male bodies. Developed concepts of queer time and queer failure. Studies transgender issues and alternative kinship.","Female Masculinity, The Queer Art of Failure, Trans*",queer-theory;transgender-studies;masculinity-studies,95;92
98,Science and Technology Studies,framework,1970,present,"Interdisciplinary field studying how social, political, and cultural factors shape science and technology, and vice versa. Challenges science's objectivity claims. Emphasizes situated knowledge and material practices. Key approaches include social construction of technology (SCOT) and actor-network theory (ANT).",,,99;100;101;102;103;104;91;186;188;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215
99,Bruno Latour,person,1947,2022,"French philosopher and anthropologist who developed actor-network theory (ANT). 'Laboratory Life' (1979) pioneered laboratory studies. 'We Have Never Been Modern' (1991) challenged nature/culture divide. Emphasized symmetry between human and non-human actors. Applied ANT to ecology and politics.","Laboratory Life, Science in Action, We Have Never Been Modern, Reassembling the Social",actor-network-theory;sts;symmetry;hybrids;non-human-agency,98;100;101;105;107;186;208
100,Michel Callon,person,1945,present,"French sociologist who developed translation theory within actor-network theory. Analyzed how heterogeneous actors are enrolled and aligned. Studied techno-economic networks.",Some Elements of a Sociology of Translation,actor-network-theory;sts;translation-theory,98;99;101
101,John Law,person,1946,present,"British sociologist who developed heterogeneous engineering concept. Analyzed how technical and social elements are combined in building networks. Contributed to actor-network theory and science studies.",Aircraft Stories,actor-network-theory;sts;heterogeneous-engineering,98;99;100
102,Trevor Pinch,person,1952,2023,"British sociologist who developed social construction of technology (SCOT) with Bijker. Studied how interpretive flexibility and relevant social groups shape technology. Analyzed controversies in science.","The Social Construction of Technological Systems (co-editor), The Golem: What Everyone Should Know About Science",scot;sts;social-construction;interpretive-flexibility,98;103
103,Wiebe Bijker,person,1951,present,"Dutch science and technology studies scholar who developed social construction of technology (SCOT) approach with Pinch. Analyzed technological frames and how different social groups shape technology.",Of Bicycles Bakelites and Bulbs,scot;sts;technological-frames,98;102
104,Karen Barad,person,1956,present,"American physicist and feminist theorist who developed agential realism in 'Meeting the Universe Halfway' (2007). Challenged representationalism through quantum physics insights. Coined 'intra-action' replacing interaction to emphasize mutual constitution. Integrated feminism with new materialism and posthumanism.","Meeting the Universe Halfway",feminist-sts;agential-realism;intra-action;new-materialism;quantum-feminism,98;91;105;107;113
105,New Materialisms,framework,2000,present,"Philosophical approaches emphasizing matter's agency and vitality. Challenges anthropocentrism and representationalism. Draws on sciences, feminism, and post-humanism. Emphasizes intra-actions between human and non-human.",,,104;106;107;113;91;99
106,Jane Bennett,person,1957,present,"American political theorist who developed vital materialism in 'Vibrant Matter' (2010). Argued for thing-power and distributed agency across human and non-human. Applied new materialism to political ecology and ethics.",Vibrant Matter,new-materialism;vital-materialism;thing-power;political-ecology,105;107
107,Posthumanism,framework,2000,present,"Intellectual movement challenging human exceptionalism and nature/culture binary. Emphasizes distributed agency across human and non-human actors. Draws on science studies, feminism, and continental philosophy. Distinguishes from transhumanism.",,,108;109;110;91;99;104;105;113
108,Rosi Braidotti,person,1954,present,"Italian-Australian philosopher who developed nomadic theory and critical posthumanism in 'The Posthuman' (2013). Analyzes post-anthropocentric ethics and politics. Emphasizes affirmative ethics and zoe (life force).","The Posthuman, Nomadic Subjects",posthumanism;nomadic-theory;post-anthropocentrism,107
109,Cary Wolfe,person,1959,present,"American posthumanist who theorized 'What is Posthumanism?' (2010). Distinguished posthumanism from humanism. Applied systems theory and deconstruction to animal studies and disability studies.","What is Posthumanism?, Animal Rites",posthumanism;animal-studies;systems-theory,107;110
110,N. Katherine Hayles,person,1943,present,"American literary critic and posthuman theorist who wrote 'How We Became Posthuman' (1999). Analyzed cybernetics and information theory. Studied embodiment and posthuman subjectivity in literature and science.",How We Became Posthuman,posthumanism;cybernetics;embodiment;literature-and-science,107;109
111,Edward Said,person,1935,2003,"Palestinian-American literary theorist who founded postcolonial studies with 'Orientalism' (1978). Analyzed how Western discourse constructed Orient as exotic Other, justifying colonialism. Applied Foucault's power/knowledge to imperialism. Influenced humanities profoundly.","Orientalism, Culture and Imperialism",postcolonial-theory;orientalism;discourse-analysis;representation,112;113;71
112,Postcolonial Theory,framework,1978,present,"Intellectual tradition analyzing colonialism's cultural, political, and economic legacies. Challenges Eurocentrism and recovers colonized voices. Examines how colonial discourse shaped knowledge. Key concepts include Orientalism, hybridity, and subaltern.",,,111;113;114;115;116;117;118
113,Subaltern Studies,framework,1982,2000,"Historiographical movement studying colonized peoples' perspectives. Founded by Ranajit Guha. Challenged elite nationalist histories. Applied Gramsci's subaltern concept to colonial India. Later integrated postcolonial theory and post-structuralism.",,,114;115;116;117;112
114,Ranajit Guha,person,1923,2023,"Indian historian who founded Subaltern Studies Collective (1982). Wrote 'Elementary Aspects of Peasant Insurgency' (1983) recovering peasant consciousness. Challenged both colonialist and nationalist historiography. Applied Gramscian concepts to colonial India.","Elementary Aspects of Peasant Insurgency in Colonial India, Dominance without Hegemony",subaltern-studies;peasant-studies;postcolonial-historiography,113;115;47
115,Gayatri Chakravorty Spivak,person,1942,present,"Indian-American literary theorist who wrote 'Can the Subaltern Speak?' (1988), analyzing epistemic violence and subaltern's silence. Translated Derrida, bringing deconstruction to postcolonial studies. Developed strategic essentialism concept. Critiqued both Western feminism and nativism.","Can the Subaltern Speak?, A Critique of Postcolonial Reason",postcolonial-theory;subaltern-studies;deconstruction;strategic-essentialism,112;113;72
116,Dipesh Chakrabarty,person,1948,present,"Indian historian who wrote 'Provincializing Europe' (2000), challenging Europe as universal reference point. Later wrote 'Climate of History' essays (2009, 2014) analyzing Anthropocene's challenge to history. Integrated postcolonial theory with environmental history.","Provincializing Europe, The Climate of History in a Planetary Age",subaltern-studies;postcolonial-theory;environmental-history;anthropocene,113;112;127;128
117,Partha Chatterjee,person,1947,present,"Indian political theorist and historian who wrote 'The Nation and Its Fragments' (1993), analyzing nationalism's contradictions in colonial context. Distinguished political and civil society. Contributed to subaltern studies.","The Nation and Its Fragments, The Politics of the Governed",subaltern-studies;nationalism-studies;postcolonial-political-theory,113;112
118,Homi K. Bhabha,person,1949,present,"Indian-British postcolonial theorist who developed concepts of hybridity, third space, and mimicry in 'The Location of Culture' (1994). Analyzed ambivalence in colonial discourse. Applied psychoanalysis to postcolonialism.",The Location of Culture,postcolonial-theory;hybridity;third-space;mimicry,112;111
119,Assemblage Theory,framework,2000,present,"Ontological approach analyzing how heterogeneous elements combine into functional wholes while retaining autonomy. Developed from Deleuze and Guattari's assemblage concept. Applied to social theory, urbanism, and politics.",,,73;74;120
120,Manuel DeLanda,person,1952,present,"Mexican-American philosopher who developed realist interpretation of Deleuze in 'A New Philosophy of Society' (2006). Applied assemblage theory to social ontology. Emphasized emergence and non-linear causality.",A New Philosophy of Society,assemblage-theory;social-ontology;emergence,119;73
121,Affect Theory,framework,2000,present,"Interdisciplinary approach studying pre-cognitive bodily intensities and their political effects. Distinguishes affect from emotion. Draws on Spinoza, Deleuze, and neuroscience. Influential in cultural studies and queer theory.",,,122;123;124;96
122,Brian Massumi,person,1956,present,"Canadian political philosopher who developed affect theory in 'Parables for the Virtual' (2002). Analyzed relationship between affect, body, and politics. Draws on Deleuze and Spinoza.",Parables for the Virtual,affect-theory;body-politics;deleuzian-philosophy,121;73
123,Sara Ahmed,person,1969,present,"British-Australian feminist who wrote 'The Cultural Politics of Emotion' (2004) and 'Queer Phenomenology' (2006). Analyzed how emotions circulate and stick to bodies/objects. Developed queer phenomenology and willful subjects concept.","The Cultural Politics of Emotion, Queer Phenomenology, Living a Feminist Life",affect-theory;queer-phenomenology;feminist-theory,121;95;83
124,Lauren Berlant,person,1957,2021,"American cultural theorist who developed concept of cruel optimism in 'Cruel Optimism' (2011). Analyzed affective attachments to fantasies that block flourishing. Studied intimate publics and slow death.",Cruel Optimism,affect-theory;cruel-optimism;cultural-criticism,121
125,Stuart Hall,person,1932,2014,"Jamaican-British cultural theorist who founded cultural studies through Birmingham School. Developed encoding/decoding model (1973) analyzing media reception. Theorized cultural identity as production, not essence. Integrated Marxism with post-structuralism.","Encoding and Decoding in the Television Discourse, Cultural Identity and Diaspora",cultural-studies;encoding-decoding;cultural-identity;representation,126;127;40
126,Cultural Studies,framework,1960,present,"Interdisciplinary field studying culture as site of power struggles. Analyzes popular culture, media, and identity. Founded at Birmingham Centre for Contemporary Cultural Studies. Integrates Marxism, feminism, and post-structuralism.",,,125;127;128;129
127,Richard Hoggart,person,1918,2014,"British cultural studies founder who wrote 'The Uses of Literacy' (1957), analyzing working-class culture. Founded Birmingham Centre for Contemporary Cultural Studies (1964). Studied popular culture's relationship to power.",The Uses of Literacy,cultural-studies;working-class-culture;literacy-studies,126;125
128,Raymond Williams,person,1921,1988,"Welsh Marxist cultural theorist who developed cultural materialism. Wrote 'Culture and Society' (1958) and 'Keywords' (1976). Analyzed culture as whole way of life, not just art. Pioneered media studies and literary cultural analysis.","Culture and Society, Keywords, The Long Revolution",cultural-studies;cultural-materialism;marxism;keywords,126;40;125
129,Global History,framework,1990,present,"Historical approach studying processes transcending national boundaries. Emphasizes connections, circulations, and comparisons across regions. Challenges Eurocentrism through multi-sited research. Analyzes global networks and entanglements.",,,130;131;132;116
130,Sebastian Conrad,person,1966,present,"German global historian who wrote 'What is Global History?' (2016). Theorized global history's methods and challenges. Analyzed connections between imperialism and globalization.",What is Global History?,global-history;transnational-history;imperialism,129
131,Sanjay Subrahmanyam,person,1961,present,"Indian historian who developed connected histories approach. Studied early modern world through circulation and encounters. Challenged nation-centered histories through trans-regional analysis.",Explorations in Connected History,global-history;connected-histories;early-modern-history,129;132
132,C.A. Bayly,person,1945,2015,"British historian who wrote 'The Birth of the Modern World' (2004), synthesizing global history from 1780-1914. Analyzed multiple modernities and global connections. Integrated social, cultural, and political history globally.",The Birth of the Modern World,global-history;modern-history;multiple-modernities,129;131
133,John McNeill,person,1954,present,"American environmental historian who wrote 'Something New Under the Sun' (2000), chronicling 20th-century environmental change. Pioneer in integrating environmental factors into historical analysis. Analyzed human-nature interactions at global scale.","Something New Under the Sun, Mosquito Empires",environmental-history;global-history;ecological-history,134;135
134,Environmental History,framework,1970,present,"Historical approach analyzing human-environment interactions. Studies climate, disease, resources, and ecological systems. Challenges anthropocentrism by centering non-human nature. Addresses Anthropocene and planetary crises.",,,133;135;116;136;208;212;213
135,Anthropocene,concept,2000,present,"Proposed geological epoch marked by human impact as dominant force shaping Earth systems. Challenges disciplinary boundaries and temporal scales. Debates starting date (industrial revolution, nuclear age, agriculture). Requires new historical thinking about species and planet.",,,116;134;136;137
136,Jason W. Moore,person,1971,present,"American environmental historian and world-ecologist who wrote 'Capitalism in the Web of Life' (2015). Developed world-ecology framework analyzing capitalism as way of organizing nature. Coined Capitalocene as alternative to Anthropocene.",Capitalism in the Web of Life,environmental-history;world-ecology;capitalocene;marxism,134;135;40
137,Anna Tsing,person,1952,present,"American anthropologist who wrote 'The Mushroom at the End of the World' (2015), analyzing matsutake mushrooms in capitalist ruins. Developed concepts of patchiness, assemblage, and contaminated diversity. Studies precarity and multispecies entanglements.","The Mushroom at the End of the World, Friction",anthropology;multispecies-ethnography;assemblage;precarity,135;134;119
138,Jo Guldi,person,1978,present,"American historian who co-wrote 'The History Manifesto' (2014) with Armitage, advocating for longue durée and policy engagement. Pioneered digital history methods including text mining and GIS.",The History Manifesto (with David Armitage),digital-humanities;digital-history;longue-duree,139;59
139,Digital Humanities,framework,2000,present,"Interdisciplinary field applying computational methods to humanities questions. Uses text mining, network analysis, GIS, and data visualization. Transforms archival research through digitization. Raises questions about algorithmic mediation and data epistemology.",,,138;140;141;142
140,Franco Moretti,person,1950,present,"Italian literary scholar who developed distant reading in 'Graphs, Maps, Trees' (2005). Applied quantitative methods to literary history. Analyzed form, genre, and literary evolution through computational methods.",Graphs Maps Trees,digital-humanities;distant-reading;literary-analysis,139
141,Matthew Jockers,person,1972,present,"American digital humanist who applied computational methods to literary studies. Developed macroanalysis approach. Uses R programming for text mining and network analysis.",Macroanalysis,digital-humanities;text-mining;computational-literary-studies,139;140
142,Lev Manovich,person,1960,present,"Russian-American digital culture theorist who wrote 'The Language of New Media' (2001). Analyzed digital media's properties and cultural logic. Pioneered cultural analytics using computational methods.","The Language of New Media, Software Takes Command",digital-humanities;new-media;cultural-analytics,139
143,Linda Tuhiwai Smith,person,1950,present,"Māori scholar who wrote 'Decolonizing Methodologies' (1999), foundational for Indigenous research methodologies. Critiqued Western research as colonizing. Developed Indigenous research ethics emphasizing relationships, responsibility, respect, and reciprocity. Pioneered kaupapa Māori research.",Decolonizing Methodologies,indigenous-methodologies;decolonization;maori-research;research-ethics,144;145;146
144,Indigenous Methodologies,framework,1990,present,"Research approaches grounded in Indigenous epistemologies and ethics. Emphasize relationality, ceremony, community accountability, and decolonization. Challenge Western research's extractive practices. Center Indigenous sovereignty over knowledge.",,,143;145;146;147
145,Shawn Wilson,person,1969,present,"Cree scholar who wrote 'Research is Ceremony' (2008). Developed relational accountability as Indigenous research paradigm. Argues research must strengthen relationships and serve community. Emphasizes Indigenous ontology and axiology.",Research is Ceremony,indigenous-methodologies;relational-accountability;cree-research,144;143;146
146,Margaret Kovach,person,1962,present,"Plains Cree and Saulteaux scholar who wrote 'Indigenous Methodologies' (2009). Developed Indigenous inquiry grounded in tribal epistemologies. Analyzed story as method. Balances Indigenous and Western approaches pragmatically.",Indigenous Methodologies,indigenous-methodologies;plains-cree;indigenous-epistemology;story-method,144;143;145
147,Rauna Kuokkanen,person,1969,present,"Sámi scholar analyzing Indigenous academia and research ethics. Critiques universities as colonial institutions. Advocates for Indigenous epistemic sovereignty and decolonizing knowledge production.",Reshaping the University,indigenous-methodologies;sami-research;epistemic-sovereignty;decolonization,144;143
148,Critical Algorithm Studies,framework,2010,present,"Interdisciplinary field analyzing algorithms' social, political, and ethical impacts. Studies bias in AI, platform governance, and automated decision-making. Emphasizes situated analysis of code and its effects.",,,149;150;151;220;227;229;230;231;232;226
149,Safiya Noble,person,1974,present,"American scholar who wrote 'Algorithms of Oppression' (2018), analyzing how search engines reinforce racism and sexism. Critiqued Google's bias. Pioneered critical algorithm studies and digital equity research.",Algorithms of Oppression,critical-algorithm-studies;digital-racism;search-engine-bias;black-feminist-thought,148;150;89
150,Cathy O'Neil,person,1972,present,"American mathematician who wrote 'Weapons of Math Destruction' (2016), analyzing harmful algorithms in finance, education, and policing. Critiqued mathematical models' opacity and bias. Advocates algorithmic accountability.",Weapons of Math Destruction,critical-algorithm-studies;algorithmic-bias;data-ethics,148;149
151,Tarleton Gillespie,person,1971,present,"American media scholar analyzing platform politics. Wrote 'Custodians of the Internet' (2018) studying content moderation. Examines how platforms position themselves between publishers and neutral tools.","The Politics of 'Platforms', Custodians of the Internet",platform-studies;content-moderation;algorithmic-culture,148;152
152,Platform Studies,framework,2010,present,"Approach analyzing digital platforms' technical, economic, and social dimensions. Studies platform governance, APIs, and affordances. Examines how platforms shape culture and politics.",,,151;153;154
153,José van Dijck,person,1960,present,"Dutch media scholar who wrote 'The Culture of Connectivity' (2013), analyzing social media's transformation of sociality. Studies platform ecosystems and datafication. Analyzes platform society's implications.",The Culture of Connectivity,platform-studies;social-media;datafication,152;154
154,Nick Srnicek,person,1982,present,"Canadian political economist who wrote 'Platform Capitalism' (2017), analyzing platforms as business model extracting and controlling data. Categorizes platform types and their economic logic.",Platform Capitalism,platform-studies;platform-capitalism;political-economy,152;153
155,Catherine D'Ignazio,person,1974,present,"American data scholar who co-wrote 'Data Feminism' (2020) with Klein. Applies intersectional feminism to data science. Advocates for data justice, situated knowledge, and challenging power in data systems.",Data Feminism (with Lauren Klein),data-feminism;data-justice;feminist-data-science,156;83;90
156,Lauren Klein,person,1982,present,"American digital humanist who co-wrote 'Data Feminism' (2020) with D'Ignazio. Studies early American archives and visualization. Develops feminist approaches to computational methods and data representation.",Data Feminism (with Catherine D'Ignazio),data-feminism;digital-humanities;feminist-data-science,155;139;83
157,Frantz Fanon,person,1925,1961,"Martinique-born psychiatrist and anti-colonial theorist who wrote 'Black Skin, White Masks' (1952) analyzing colonialism's psychological effects, and 'The Wretched of the Earth' (1961) advocating decolonization through violence. Influenced postcolonial theory and black radical thought.","Black Skin, White Masks, The Wretched of the Earth",postcolonial-theory;decolonization;black-radical-thought;psychology-of-colonization,111;112
158,Achille Mbembe,person,1957,present,"Cameroonian historian and political theorist who developed necropolitics concept in 'On the Postcolony' (2001). Analyzes sovereignty as power over death. Studies African political thought and postcoloniality.",On the Postcolony,postcolonial-theory;necropolitics;african-philosophy,112;111
159,Walter Mignolo,person,1941,present,"Argentine semiotician who developed decolonial thinking. Analyzes coloniality of power, knowledge, and being. Advocates for epistemic disobedience and pluriversality. Part of modernity/coloniality research program.",Local Histories/Global Designs,decolonial-theory;coloniality;pluriversality;epistemic-disobedience,112;160
160,Decolonial Theory,framework,2000,present,"Latin American intellectual tradition analyzing coloniality persisting after formal colonization. Distinguishes coloniality from colonialism. Emphasizes epistemic violence and decolonization of knowledge. Advocates pluriversal thinking.",,,159;161;112;143
161,Aníbal Quijano,person,1928,2018,"Peruvian sociologist who developed coloniality of power concept. Analyzed race as modern colonial invention organizing global capitalism. Founded modernity/coloniality research program.",Coloniality of Power,decolonial-theory;coloniality-of-power;world-systems,160;159
162,Sigmund Freud,person,1856,1939,"Austrian neurologist who founded psychoanalysis. Developed theories of unconscious mind, psychosexual development, and Oedipus complex in 'The Interpretation of Dreams' (1900) and later works. Introduced concepts of id, ego, superego, and defense mechanisms. Revolutionized understanding of mind and influenced humanities profoundly.","The Interpretation of Dreams, Civilization and Its Discontents, The Ego and the Id",psychoanalysis;unconscious;psychosexual-development,163;164;165;166;75
163,Carl Jung,person,1875,1961,"Swiss psychiatrist who developed analytical psychology, breaking from Freud. Introduced collective unconscious, archetypes, and individuation concepts. Studied mythology, religion, and symbolism. Influenced by eastern philosophy.",Psychology of the Unconscious,analytical-psychology;collective-unconscious;archetypes,162;164
164,Jacques Lacan,person,1901,1981,"French psychoanalyst who reinterpreted Freud through structural linguistics. Developed concepts of mirror stage, symbolic order, Real/Imaginary/Symbolic trinity, and objet petit a. Famous claim: 'the unconscious is structured like a language.'",Écrits,psychoanalysis;structuralism;mirror-stage;symbolic-order,162;66;70;92
165,Melanie Klein,person,1882,1960,"Austrian-British psychoanalyst who developed object relations theory. Pioneered child psychoanalysis. Introduced concepts of paranoid-schizoid and depressive positions, projective identification.",The Psycho-Analysis of Children,psychoanalysis;object-relations;child-analysis,162
166,Anna Freud,person,1895,1982,"Austrian-British psychoanalyst and Sigmund Freud's daughter. Developed ego psychology emphasizing defense mechanisms. Pioneered child psychoanalysis and child development studies.",The Ego and the Mechanisms of Defense,psychoanalysis;ego-psychology;child-analysis,162;165
167,Jean-Paul Sartre,person,1905,1980,"French existentialist philosopher who wrote 'Being and Nothingness' (1943). Developed concepts of existence precedes essence, bad faith, and radical freedom. Combined phenomenology with existentialism. Engaged politically with Marxism.",Being and Nothingness,existentialism;phenomenology;freedom;bad-faith,81;168;169;70
168,Albert Camus,person,1913,1960,"French-Algerian philosopher and author who developed absurdism in 'The Myth of Sisyphus' (1942). Analyzed tension between human need for meaning and meaningless universe. Advocated revolt and living without appeal.",The Myth of Sisyphus,existentialism;absurdism;revolt,167;169
169,Existentialism,framework,1940,1970,"Philosophical movement emphasizing individual existence, freedom, and choice. Argues existence precedes essence - humans define themselves through actions. Confronts anxiety, absurdity, and authenticity. Influenced by phenomenology and response to war.",,,167;168;81;70
170,Edmund Husserl,person,1859,1938,"German philosopher who founded phenomenology in 'Logical Investigations' (1900-1901) and 'Ideas' (1913). Developed phenomenological reduction (epoché) bracketing assumptions to describe consciousness's structures. Emphasized intentionality - consciousness is always of something.","Logical Investigations, Ideas",phenomenology;intentionality;phenomenological-reduction,171;172;70
171,Martin Heidegger,person,1889,1976,"German philosopher who wrote 'Being and Time' (1927), revolutionizing phenomenology through existential analysis. Analyzed Dasein (being-there) and temporality. Developed hermeneutic phenomenology. Later work focused on Being, technology, and language. Controversial due to Nazi involvement.","Being and Time, The Question Concerning Technology",phenomenology;existentialism;hermeneutics;being;dasein,170;172;167
172,Maurice Merleau-Ponty,person,1908,1961,"French phenomenologist who wrote 'Phenomenology of Perception' (1945), emphasizing embodied experience. Challenged Cartesian mind-body dualism. Analyzed perception as primordial access to world. Influenced feminism and cognitive science.",Phenomenology of Perception,phenomenology;embodiment;perception;body,170;171;81
173,Hans-Georg Gadamer,person,1900,2002,"German philosopher who wrote 'Truth and Method' (1960), developing philosophical hermeneutics. Emphasized understanding as fusion of horizons between text and interpreter. Challenged objective interpretation. Analyzed tradition and prejudice positively.",Truth and Method,hermeneutic-phenomenology;fusion-of-horizons;tradition,171;174;70
174,Paul Ricoeur,person,1913,2005,"French philosopher who integrated phenomenology, hermeneutics, and psychoanalysis. Wrote 'Time and Narrative' (1983-1985) analyzing narrative identity. Developed theory of metaphor and symbol.","Time and Narrative, The Symbolism of Evil",hermeneutic-phenomenology;narrative-identity;hermeneutics,170;173;162
175,Discipline / Studies,framework,,,"Meta-category denoting academic areas of inquiry (e.g., history, sociology, anthropology, literary studies). Used to organize knowledge and practices across institutions.",,classification;discipline;meta,
176,Theoretical Framework,framework,,,"General explanatory structure guiding analysis and interpretation. Shapes questions, methods, and claims across disciplines.",,frameworks;meta,175
177,Field / Sub-field / Sub-branch,framework,,,"Organizational levels within disciplines that define communities, journals, and debates (e.g., environmental history as a field within history).",,field;subfield;meta,176
178,Critical Perspective / Lens,framework,,,"Analytical stance foregrounding power, ideology, or identity (e.g., feminist, postcolonial, Marxist lenses) applied to interpret phenomena.",,critical-perspective;lens;meta,177
179,Theory,framework,,,"Systematic set of ideas explaining phenomena; often canonized and debated within fields. Provides concepts and propositions guiding research.",,theory;meta,178
180,Conceptual Framework,framework,,,"Structured set of interrelated concepts used to map, explain, and investigate a problem space. Often operationalizes theories into research heuristics.",,conceptual-framework;meta,179
181,Methodology,framework,,,"Logic of inquiry linking theory and method; justifies why certain methods answer specific questions. Addresses validity, generalizability, and ethics.",,methodology;meta,180
182,Method,framework,,,"Practical techniques and procedures for gathering and analyzing evidence (e.g., discourse analysis, genealogy, ethnography).",,method;practice;meta,181
183,Hegemony,concept,,,"Gramscian concept describing how ruling groups maintain dominance through cultural leadership and consent, not solely coercion. Central to cultural studies and postcolonial analysis.",,hegemony;cultural-hegemony;power;ideology,47;126
184,Discourse Analysis,concept,,,"Analytical method studying how language and practices produce subjects, knowledge, and power relations. Applied across history, STS, and postcolonial studies.",,discourse-analysis;method;foucaultian;postcolonial,71;111;112
185,Genealogy,concept,,,"Historical method (Nietzsche/Foucault) tracing contingent emergence of practices and concepts by analyzing discontinuities and power relations.",,genealogy;method;history-of-the-present,71
186,Actor-Network Theory,framework,1980,present,"Approach in STS (Latour, Callon, Law) analyzing heterogeneous networks of human and non-human actants. Emphasizes symmetry and translation. Challenges social/technical divide.",,,99;98
187,Orientalism,concept,1978,present,"Concept from Edward Said analyzing how Western discourse constructed the Orient as Other to justify empire; foundational to postcolonial theory.",,orientalism;representation;empire;postcolonial,111;112
188,Social Construction of Technology (SCOT),framework,1980,present,"Approach (Pinch & Bijker) showing technology development shaped by relevant social groups and interpretive flexibility; stabilization through closure.",,,102;103;98,,,,
189,Thomas S. Kuhn,person,1922,1996,"American philosopher/historian of science who wrote 'The Structure of Scientific Revolutions' (1962). Introduced paradigms, normal science, and revolutionary change; argued science is not linear accumulation.","The Structure of Scientific Revolutions",sts;paradigm;normal-science;revolution;history-of-science,98;190,Philosophy/History of Science,"Paradigm shifts; normal vs. revolutionary science; incommensurability.","Helps me frame how calibration regimes and measurement infrastructures might shift paradigms rather than simply evolve — i.e., the labour and recognition of technicians could play into paradigm-change rather than incremental addition.",technology;history;infrastructure
190,Ludwik Fleck,person,1896,1961,"Polish microbiologist and sociologist of knowledge; 'Genesis and Development of a Scientific Fact' (1935). Developed thought styles and thought collectives shaping what counts as facts.","Genesis and Development of a Scientific Fact",sociology-of-knowledge;thought-collective;thought-style;sts,98;189,Sociology of Knowledge,"Thought styles & collectives; genesis of facts.","Useful for thinking about epistemic communities engaged in sensor networks or satellite image interpretation: whose labour counts as 'fact' in climate data infrastructures, and whose is marginalised.",technology;history;earth
191,Sheila Jasanoff,person,1944,present,"American STS scholar of policy and governance. Developed concepts of co-production, civic epistemologies, and sociotechnical imaginaries.","Designs on Nature, The Fifth Branch",sts;co-production;civic-epistemologies;sociotechnical-imaginaries;governance,98;200;201;211,STS / Policy & Governance,"Co-production; civic epistemologies; sociotechnical imaginaries.","Very strong fit: I can employ the co-production lens to explore how care ethics and labour-visibility in climate infrastructures are entangled with governance, measurement regimes, and imaginaries of the future.",policy;governance;infrastructure;technology
192,Judy Wajcman,person,1950,present,"Feminist STS scholar analyzing gender, technology, and work; TechnoFeminism (2004) and related works.",TechnoFeminism,feminist-sts;gender-technology;labour;work;power,98;209,Feminist STS,"Gender, technology and work; critique of symmetry.","Directly relevant: I can use her feminist lens to look at the gendered (and other-axis) labour in calibration, sensor installation, monitoring, and how some of that labour is made invisible in climate-data infrastructures.",gender;labour;technology
193,Annemarie Mol,person,1958,present,"Philosopher/STS scholar; 'The Body Multiple' (2002). Developed concepts of ontological politics and doing vs knowing; practice-oriented ontology.","The Body Multiple",ontological-politics;practice;medicine;sts,98;205,Philosophy of Medicine / STS,"Doing vs knowing; ontological politics.","I can draw from her work to consider how technical infrastructures embody knowledge and labour; when multiple practices co-exist (e.g., farmer + remote-sensing technician) how is visibility of labour mediated?",body;practice;technology;infrastructure
194,Gabrielle Hecht,person,1965,present,"Historian of technology & environment; developed 'technopolitics'; work on nuclear infrastructures and environmental legacies.","The Radiance of France; Being Nuclear",technopolitics;infrastructure;environment;history;sts,98;202;134;212;208,History & STS of Technology/Environment,"Technopolitics; nuclear infrastructures; environmental legacies.","Especially relevant for environmental justice and measurement infrastructures: helps trace hidden labour in waste, monitoring, remediation infrastructures.",environment;earth;infrastructure;policy
195,Shobita Parthasarathy,person,1975,present,"STS of innovation and comparative policy; governance of diagnostics and emerging technologies.","Patent Politics; Building Genetic Medicine",innovation-policy;comparative-policy;governance;sts,98;211;213,STS of Innovation / Policy,"Comparative innovation governance; standards and diagnostics.","Useful for my comparative angle: how different national/regional measurement infrastructures assign labour/visibility differently, and how I might map acknowledgement-transfer gaps.",policy;governance;technology
196,Madeleine Akrich,person,1959,present,"Sociologist of technology; developed notion of artefact 'scripts' inscribing user roles and non-humans in technologies.","A User's Guide to Technology",scripts;user-roles;design-inscription;sts,98;203,Sociology of Technology,"Scripts; design inscriptions; users as co-designers.","Helps me ask: what script is inscribed into calibration sensors or satellite image pipelines, and how does that script render certain technicians’ labour visible/invisible?",technology;design;cameras;infrastructure
